IDCASA	CP	ESR_DATETIME	HABITACION
35	48600	2015-07-10 16:32:41	Entrada
35	48600	2015-07-10 16:32:45	Entrada
35	48600	2015-07-10 16:32:45	Salon
35	48600	2015-07-10 16:32:45	Entrada
35	48600	2015-07-10 16:32:45	Entrada
35	48600	2015-07-10 16:33:35	Baño pequeño
35	48600	2015-07-10 16:35:13	Entrada
35	48600	2015-07-10 16:35:28	Salon
35	48600	2015-07-10 16:39:21	Entrada
35	48600	2015-07-10 16:54:27	Entrada
35	48600	2015-07-10 17:02:04	Entrada
35	48600	2015-07-10 17:02:29	Salon
35	48600	2015-07-10 17:03:38	Baño pequeño
35	48600	2015-07-10 17:06:18	Habitación 2
35	48600	2015-07-10 17:07:53	Baño pequeño
35	48600	2015-07-10 17:08:01	Habitación 2
35	48600	2015-07-10 17:14:30	Entrada
35	48600	2015-07-10 17:14:34	Salon
35	48600	2015-07-10 17:14:34	Entrada
35	48600	2015-07-10 17:14:34	Entrada
35	48600	2015-07-10 17:17:07	Puerta
35	48600	2015-07-10 17:17:07	Puerta
35	48600	2015-07-10 17:17:07	Puerta
35	48600	2015-07-10 17:17:07	Puerta
35	48600	2015-07-10 20:40:10	Puerta
35	48600	2015-07-10 20:40:11	Puerta
35	48600	2015-07-10 20:40:11	Puerta
35	48600	2015-07-10 20:40:11	Puerta
35	48600	2015-07-10 20:40:12	Entrada
35	48600	2015-07-10 20:40:58	Habitación 2
35	48600	2015-07-10 20:41:58	Puerta
35	48600	2015-07-10 20:41:58	Puerta
35	48600	2015-07-10 20:41:58	Puerta
35	48600	2015-07-10 20:41:58	Puerta
35	48600	2015-07-10 20:41:58	Puerta
35	48600	2015-07-10 20:44:57	Puerta
35	48600	2015-07-10 20:44:57	Puerta
35	48600	2015-07-10 20:44:58	Puerta
35	48600	2015-07-10 20:44:58	Puerta
35	48600	2015-07-10 20:44:58	Puerta
35	48600	2015-07-10 20:45:00	Entrada
35	48600	2015-07-10 20:51:10	Entrada
35	48600	2015-07-10 20:54:53	Habitación 2
35	48600	2015-07-10 20:57:28	Habitación 1
35	48600	2015-07-10 21:01:45	Entrada
35	48600	2015-07-10 21:15:00	Cocina
35	48600	2015-07-10 21:20:07	Cocina
35	48600	2015-07-10 21:27:56	Cocina
35	48600	2015-07-10 21:28:21	Entrada
35	48600	2015-07-10 21:29:06	Salon
35	48600	2015-07-10 21:39:05	Salon
35	48600	2015-07-10 21:39:22	Entrada
35	48600	2015-07-10 21:44:57	Entrada
35	48600	2015-07-10 21:54:25	Entrada
35	48600	2015-07-10 21:57:21	Entrada
35	48600	2015-07-10 21:57:21	Salon
35	48600	2015-07-10 22:03:29	Salon
35	48600	2015-07-10 22:03:32	Entrada
35	48600	2015-07-10 22:03:34	Salon
35	48600	2015-07-10 22:03:36	Entrada
35	48600	2015-07-10 22:11:16	Entrada
35	48600	2015-07-10 22:17:20	Entrada
35	48600	2015-07-10 22:28:09	Entrada
35	48600	2015-07-10 22:30:51	Salon
35	48600	2015-07-10 22:30:58	Baño pequeño
35	48600	2015-07-10 22:32:44	Salon
35	48600	2015-07-10 22:40:11	Entrada
35	48600	2015-07-10 22:50:55	Entrada
35	48600	2015-07-10 22:57:06	Entrada
35	48600	2015-07-10 23:02:42	Entrada
35	48600	2015-07-10 23:16:15	Entrada
35	48600	2015-07-10 23:16:49	Baño pequeño
35	48600	2015-07-10 23:22:16	Entrada
35	48600	2015-07-10 23:22:19	Salon
35	48600	2015-07-10 23:22:20	Entrada
35	48600	2015-07-10 23:30:57	Entrada
35	48600	2015-07-10 23:36:23	Entrada
35	48600	2015-07-10 23:55:44	Entrada
35	48600	2015-07-10 23:59:01	Salon
35	48600	2015-07-10 23:59:06	Baño pequeño
35	48600	2015-07-11 00:01:47	Entrada
35	48600	2015-07-11 00:02:44	Salon
35	48600	2015-07-11 00:07:48	Entrada
35	48600	2015-07-11 00:17:47	Salon
35	48600	2015-07-11 00:24:11	Entrada
35	48600	2015-07-11 00:46:32	Entrada
35	48600	2015-07-11 01:41:42	Entrada
35	48600	2015-07-11 01:44:05	Baño pequeño
35	48600	2015-07-11 01:49:01	Habitación 1
35	48600	2015-07-11 04:06:33	Habitación 1
35	48600	2015-07-11 08:36:58	Habitación 1
35	48600	2015-07-11 08:45:41	Habitación 1
35	48600	2015-07-11 08:57:08	Baño pequeño
35	48600	2015-07-11 09:07:08	Baño pequeño
35	48600	2015-07-11 09:21:47	Baño pequeño
35	48600	2015-07-11 09:35:36	Cocina
35	48600	2015-07-11 10:34:42	Entrada
35	48600	2015-07-11 10:34:46	Salon
35	48600	2015-07-11 10:37:33	Baño pequeño
35	48600	2015-07-11 10:39:30	Entrada
35	48600	2015-07-11 10:39:43	Cocina
35	48600	2015-07-11 10:40:44	Entrada
35	48600	2015-07-11 10:40:47	Salon
35	48600	2015-07-11 10:58:10	Baño pequeño
35	48600	2015-07-11 10:58:25	Habitación 2
35	48600	2015-07-11 11:05:43	Baño pequeño
35	48600	2015-07-11 11:06:10	Habitación 2
35	48600	2015-07-11 11:10:51	Baño pequeño
35	48600	2015-07-11 11:14:02	Entrada
35	48600	2015-07-11 11:57:00	Salon
35	48600	2015-07-11 11:57:21	Entrada
35	48600	2015-07-11 11:57:57	Baño pequeño
35	48600	2015-07-11 11:58:11	Habitación 1
35	48600	2015-07-11 12:10:32	Baño pequeño
35	48600	2015-07-11 12:37:28	Habitación 2
35	48600	2015-07-11 12:37:32	Baño pequeño
35	48600	2015-07-11 12:37:33	Entrada
35	48600	2015-07-11 12:39:15	Puerta
35	48600	2015-07-11 12:39:15	Puerta
35	48600	2015-07-11 12:39:16	Puerta
35	48600	2015-07-11 12:39:16	Puerta
35	48600	2015-07-11 12:39:16	Puerta
35	48600	2015-07-11 13:03:35	Puerta
35	48600	2015-07-11 13:03:36	Puerta
35	48600	2015-07-11 13:03:36	Puerta
35	48600	2015-07-11 13:03:37	Entrada
35	48600	2015-07-11 13:04:56	Salon
35	48600	2015-07-11 13:04:59	Baño pequeño
35	48600	2015-07-11 13:12:00	Baño pequeño
35	48600	2015-07-11 13:15:58	Cocina
35	48600	2015-07-11 13:18:03	Entrada
35	48600	2015-07-11 13:36:14	Entrada
35	48600	2015-07-11 13:36:16	Salon
35	48600	2015-07-11 13:36:17	Entrada
35	48600	2015-07-11 13:39:56	Puerta
35	48600	2015-07-11 13:39:56	Puerta
35	48600	2015-07-11 13:39:56	Puerta
35	48600	2015-07-11 13:39:56	Puerta
35	48600	2015-07-11 13:39:56	Puerta
35	48600	2015-07-11 13:42:45	Baño pequeño
35	48600	2015-07-11 13:43:22	Cocina
35	48600	2015-07-11 13:44:09	Entrada
35	48600	2015-07-11 13:44:24	Puerta
35	48600	2015-07-11 13:44:25	Puerta
35	48600	2015-07-11 13:44:25	Puerta
35	48600	2015-07-11 13:44:25	Puerta
35	48600	2015-07-11 13:44:25	Puerta
35	48600	2015-07-11 13:45:04	Cocina
35	48600	2015-07-11 13:45:21	Salon
35	48600	2015-07-11 13:47:34	Habitación 1
35	48600	2015-07-11 13:49:41	Entrada
35	48600	2015-07-11 13:49:44	Salon
35	48600	2015-07-11 13:49:45	Entrada
35	48600	2015-07-11 13:50:06	Salon
35	48600	2015-07-11 14:24:50	Baño pequeño
35	48600	2015-07-11 14:27:04	Cocina
35	48600	2015-07-11 14:27:19	Entrada
35	48600	2015-07-11 14:27:21	Salon
35	48600	2015-07-11 14:27:22	Entrada
35	48600	2015-07-11 14:27:27	Salon
35	48600	2015-07-11 14:27:33	Baño pequeño
35	48600	2015-07-11 14:29:18	Puerta
35	48600	2015-07-11 14:29:18	Puerta
35	48600	2015-07-11 14:29:18	Puerta
35	48600	2015-07-11 14:29:18	Puerta
35	48600	2015-07-11 14:32:53	Cocina
35	48600	2015-07-11 14:38:09	Cocina
35	48600	2015-07-11 14:57:32	Cocina
35	48600	2015-07-11 15:00:32	Baño pequeño
35	48600	2015-07-11 15:09:37	Baño pequeño
35	48600	2015-07-11 15:34:43	Entrada
35	48600	2015-07-11 15:35:00	Salon
35	48600	2015-07-11 15:42:37	Salon
35	48600	2015-07-11 15:51:44	Entrada
35	48600	2015-07-11 15:51:47	Salon
35	48600	2015-07-11 15:51:48	Entrada
35	48600	2015-07-11 15:54:14	Salon
35	48600	2015-07-11 15:54:16	Entrada
35	48600	2015-07-11 15:55:06	Salon
35	48600	2015-07-11 16:00:13	Salon
35	48600	2015-07-11 16:00:18	Entrada
35	48600	2015-07-11 16:00:19	Salon
35	48600	2015-07-11 16:01:53	Entrada
35	48600	2015-07-11 16:05:22	Salon
35	48600	2015-07-11 16:05:40	Entrada
35	48600	2015-07-11 16:08:13	Puerta
35	48600	2015-07-11 16:08:14	Puerta
35	48600	2015-07-11 16:08:14	Puerta
35	48600	2015-07-11 16:08:14	Puerta
35	48600	2015-07-11 16:08:14	Puerta
35	48600	2015-07-11 21:26:14	Puerta
35	48600	2015-07-11 21:26:14	Puerta
35	48600	2015-07-11 21:26:18	Entrada
35	48600	2015-07-11 21:35:29	Habitación 2
35	48600	2015-07-11 21:36:21	Habitación 1
35	48600	2015-07-11 21:38:31	Entrada
35	48600	2015-07-11 22:06:06	Entrada
35	48600	2015-07-11 22:06:15	Salon
35	48600	2015-07-11 22:10:04	Entrada
35	48600	2015-07-11 22:41:46	Entrada
35	48600	2015-07-11 22:50:35	Entrada
35	48600	2015-07-11 22:58:13	Salon
35	48600	2015-07-11 23:22:32	Entrada
35	48600	2015-07-11 23:22:41	Salon
35	48600	2015-07-11 23:23:11	Entrada
35	48600	2015-07-11 23:26:00	Salon
35	48600	2015-07-11 23:26:08	Baño pequeño
35	48600	2015-07-11 23:32:16	Cocina
35	48600	2015-07-11 23:33:23	Entrada
35	48600	2015-07-11 23:33:27	Salon
35	48600	2015-07-11 23:33:27	Entrada
35	48600	2015-07-11 23:33:27	Entrada
35	48600	2015-07-11 23:33:31	Salon
35	48600	2015-07-11 23:39:49	Entrada
35	48600	2015-07-11 23:49:39	Entrada
35	48600	2015-07-11 23:55:05	Entrada
35	48600	2015-07-12 00:12:21	Entrada
35	48600	2015-07-12 00:12:33	Salon
35	48600	2015-07-12 00:12:40	Baño pequeño
35	48600	2015-07-12 00:14:42	Entrada
35	48600	2015-07-12 00:14:50	Salon
35	48600	2015-07-12 00:25:29	Salon
35	48600	2015-07-12 00:34:52	Entrada
35	48600	2015-07-12 00:40:07	Entrada
35	48600	2015-07-12 00:47:19	Salon
35	48600	2015-07-12 00:47:25	Entrada
35	48600	2015-07-12 00:47:36	Baño pequeño
35	48600	2015-07-12 00:49:49	Entrada
35	48600	2015-07-12 08:23:08	Entrada
35	48600	2015-07-12 09:56:03	Habitación 1
35	48600	2015-07-12 10:28:39	Cocina
35	48600	2015-07-12 10:46:32	Cocina
35	48600	2015-07-12 11:04:09	Baño pequeño
35	48600	2015-07-12 11:05:29	Entrada
35	48600	2015-07-12 11:05:31	Salon
35	48600	2015-07-12 11:05:32	Entrada
35	48600	2015-07-12 11:05:52	Salon
35	48600	2015-07-12 11:11:23	Baño pequeño
35	48600	2015-07-12 11:18:22	Habitación 1
35	48600	2015-07-12 11:19:49	Baño pequeño
35	48600	2015-07-12 11:19:50	Entrada
35	48600	2015-07-12 11:20:01	Puerta
35	48600	2015-07-12 11:20:01	Puerta
35	48600	2015-07-12 11:20:01	Puerta
35	48600	2015-07-12 11:20:01	Puerta
35	48600	2015-07-12 11:20:01	Puerta
35	48600	2015-07-12 11:20:03	Baño pequeño
35	48600	2015-07-12 11:20:19	Habitación 1
35	48600	2015-07-12 11:20:36	Entrada
35	48600	2015-07-12 11:23:10	Cocina
35	48600	2015-07-12 12:13:14	Entrada
35	48600	2015-07-12 12:13:16	Puerta
35	48600	2015-07-12 12:13:16	Puerta
35	48600	2015-07-12 12:13:17	Puerta
35	48600	2015-07-12 12:13:17	Puerta
35	48600	2015-07-12 12:43:19	Cocina
35	48600	2015-07-12 12:48:54	Cocina
35	48600	2015-07-12 13:01:13	Baño pequeño
35	48600	2015-07-12 13:16:16	Cocina
35	48600	2015-07-12 13:43:47	Cocina
35	48600	2015-07-12 13:57:43	Cocina
35	48600	2015-07-12 14:08:05	Cocina
35	48600	2015-07-12 14:27:53	Baño pequeño
35	48600	2015-07-12 14:29:52	Entrada
35	48600	2015-07-12 14:29:59	Salon
35	48600	2015-07-12 15:20:46	Entrada
35	48600	2015-07-12 15:35:07	Entrada
35	48600	2015-07-12 15:42:34	Entrada
35	48600	2015-07-12 15:46:26	Salon
35	48600	2015-07-12 15:47:05	Baño pequeño
35	48600	2015-07-12 15:51:13	Habitación 1
35	48600	2015-07-12 16:01:18	Entrada
35	48600	2015-07-12 16:02:38	Baño pequeño
35	48600	2015-07-12 16:03:19	Salon
35	48600	2015-07-12 16:06:34	Entrada
35	48600	2015-07-12 16:06:40	Puerta
35	48600	2015-07-12 16:06:40	Puerta
35	48600	2015-07-12 16:06:40	Puerta
35	48600	2015-07-12 16:06:41	Puerta
35	48600	2015-07-12 16:06:41	Puerta
35	48600	2015-07-12 21:12:16	Puerta
35	48600	2015-07-12 21:12:16	Puerta
35	48600	2015-07-12 21:12:16	Puerta
35	48600	2015-07-12 21:12:17	Puerta
35	48600	2015-07-12 21:12:20	Entrada
35	48600	2015-07-12 21:13:48	Puerta
35	48600	2015-07-12 21:13:48	Puerta
35	48600	2015-07-12 21:13:48	Puerta
35	48600	2015-07-12 21:13:49	Puerta
35	48600	2015-07-12 21:13:49	Puerta
35	48600	2015-07-12 21:16:17	Puerta
35	48600	2015-07-12 21:16:18	Puerta
35	48600	2015-07-12 21:16:18	Puerta
35	48600	2015-07-12 21:16:18	Puerta
35	48600	2015-07-12 21:16:18	Puerta
35	48600	2015-07-12 21:26:57	Habitación 1
35	48600	2015-07-12 21:28:27	Entrada
35	48600	2015-07-12 21:31:47	Baño pequeño
35	48600	2015-07-12 21:55:22	Baño pequeño
35	48600	2015-07-12 21:58:05	Entrada
35	48600	2015-07-12 21:58:10	Salon
35	48600	2015-07-12 22:09:14	Entrada
35	48600	2015-07-12 22:20:02	Entrada
35	48600	2015-07-12 22:36:12	Entrada
35	48600	2015-07-12 22:48:33	Entrada
35	48600	2015-07-12 22:53:10	Salon
35	48600	2015-07-12 22:56:26	Entrada
35	48600	2015-07-12 23:02:26	Entrada
35	48600	2015-07-12 23:10:15	Entrada
35	48600	2015-07-12 23:11:41	Salon
35	48600	2015-07-12 23:17:06	Entrada
35	48600	2015-07-12 23:30:39	Entrada
35	48600	2015-07-12 23:36:00	Entrada
35	48600	2015-07-12 23:36:02	Salon
35	48600	2015-07-12 23:36:03	Entrada
35	48600	2015-07-12 23:36:10	Baño pequeño
35	48600	2015-07-12 23:37:14	Salon
35	48600	2015-07-12 23:47:39	Entrada
35	48600	2015-07-13 00:05:02	Entrada
35	48600	2015-07-13 00:13:13	Entrada
35	48600	2015-07-13 00:18:24	Baño pequeño
35	48600	2015-07-13 00:19:11	Salon
35	48600	2015-07-13 00:33:12	Entrada
35	48600	2015-07-13 00:35:52	Salon
35	48600	2015-07-13 00:39:23	Entrada
35	48600	2015-07-13 00:50:00	Entrada
35	48600	2015-07-13 00:53:46	Salon
35	48600	2015-07-13 00:55:12	Entrada
35	48600	2015-07-13 01:01:55	Entrada
35	48600	2015-07-13 01:07:08	Entrada
35	48600	2015-07-13 01:15:27	Entrada
35	48600	2015-07-13 01:20:33	Entrada
35	48600	2015-07-13 01:25:23	Salon
35	48600	2015-07-13 01:28:29	Entrada
35	48600	2015-07-13 01:36:04	Entrada
35	48600	2015-07-13 01:36:15	Salon
35	48600	2015-07-13 01:39:58	Baño pequeño
35	48600	2015-07-13 01:45:19	Entrada
35	48600	2015-07-13 01:47:05	Salon
35	48600	2015-07-13 01:50:44	Baño pequeño
35	48600	2015-07-13 01:58:00	Habitación 1
35	48600	2015-07-13 04:52:06	Habitación 1
35	48600	2015-07-13 06:00:30	Habitación 1
35	48600	2015-07-13 08:43:51	Habitación 1
35	48600	2015-07-13 09:10:03	Baño pequeño
35	48600	2015-07-13 09:18:31	Baño pequeño
35	48600	2015-07-13 09:32:00	Cocina
35	48600	2015-07-13 09:40:19	Cocina
35	48600	2015-07-13 09:51:44	Cocina
35	48600	2015-07-13 09:53:50	Entrada
35	48600	2015-07-13 09:53:55	Salon
35	48600	2015-07-13 09:54:08	Baño pequeño
35	48600	2015-07-13 09:56:35	Entrada
35	48600	2015-07-13 09:56:44	Puerta
35	48600	2015-07-13 09:56:44	Puerta
35	48600	2015-07-13 09:57:24	Habitación 1
35	48600	2015-07-13 10:04:01	Baño pequeño
35	48600	2015-07-13 10:06:45	Entrada
35	48600	2015-07-13 10:07:59	Salon
35	48600	2015-07-13 10:09:07	Habitación 1
35	48600	2015-07-13 10:11:26	Baño pequeño
35	48600	2015-07-13 10:15:34	Entrada
35	48600	2015-07-13 10:18:09	Baño pequeño
35	48600	2015-07-13 10:23:17	Entrada
35	48600	2015-07-13 10:26:23	Salon
35	48600	2015-07-13 10:26:25	Entrada
35	48600	2015-07-13 10:26:43	Salon
35	48600	2015-07-13 10:28:51	Entrada
35	48600	2015-07-13 10:32:35	Salon
35	48600	2015-07-13 10:32:50	Entrada
35	48600	2015-07-13 10:33:48	Salon
35	48600	2015-07-13 10:40:02	Entrada
35	48600	2015-07-13 10:45:47	Baño pequeño
35	48600	2015-07-13 10:47:21	Salon
35	48600	2015-07-13 10:48:04	Habitación 2
35	48600	2015-07-13 10:55:27	Habitación 2
35	48600	2015-07-13 10:58:37	Entrada
35	48600	2015-07-13 11:01:53	Baño pequeño
35	48600	2015-07-13 11:03:38	Habitación 2
35	48600	2015-07-13 11:08:26	Baño pequeño
35	48600	2015-07-13 11:11:12	Entrada
35	48600	2015-07-13 11:13:39	Habitación 1
35	48600	2015-07-13 11:19:02	Habitación 1
35	48600	2015-07-13 11:19:14	Baño pequeño
35	48600	2015-07-13 11:24:40	Baño pequeño
35	48600	2015-07-13 11:25:25	Entrada
35	48600	2015-07-13 11:25:27	Salon
35	48600	2015-07-13 11:25:36	Entrada
35	48600	2015-07-13 11:27:32	Habitación 2
35	48600	2015-07-13 11:41:51	Entrada
35	48600	2015-07-13 11:45:50	Salon
35	48600	2015-07-13 11:52:57	Salon
35	48600	2015-07-13 11:54:57	Cocina
35	48600	2015-07-13 11:57:53	Baño pequeño
35	48600	2015-07-13 12:01:16	Entrada
35	48600	2015-07-13 12:02:20	Puerta
35	48600	2015-07-13 12:02:20	Puerta
35	48600	2015-07-13 12:02:21	Puerta
35	48600	2015-07-13 12:02:21	Puerta
35	48600	2015-07-13 12:02:21	Puerta
35	48600	2015-07-13 12:09:37	Entrada
35	48600	2015-07-13 12:09:42	Salon
35	48600	2015-07-13 12:10:31	Entrada
35	48600	2015-07-13 12:11:02	Salon
35	48600	2015-07-13 12:12:53	Baño pequeño
35	48600	2015-07-13 12:13:31	Habitación 1
35	48600	2015-07-13 12:15:03	Baño pequeño
35	48600	2015-07-13 12:15:08	Entrada
35	48600	2015-07-13 12:15:10	Salon
35	48600	2015-07-13 12:15:11	Entrada
35	48600	2015-07-13 12:15:15	Salon
35	48600	2015-07-13 13:24:49	Entrada
35	48600	2015-07-13 13:57:11	Entrada
35	48600	2015-07-13 14:00:58	Salon
35	48600	2015-07-13 14:01:14	Baño pequeño
35	48600	2015-07-13 14:05:13	Entrada
35	48600	2015-07-13 14:05:23	Salon
35	48600	2015-07-13 14:06:06	Habitación 2
35	48600	2015-07-13 14:08:06	Cocina
35	48600	2015-07-13 14:20:37	Cocina
35	48600	2015-07-13 14:20:39	Entrada
35	48600	2015-07-13 14:21:24	Cocina
35	48600	2015-07-13 14:23:32	Baño pequeño
35	48600	2015-07-13 14:24:00	Entrada
35	48600	2015-07-13 14:35:33	Cocina
35	48600	2015-07-13 14:35:35	Entrada
35	48600	2015-07-13 15:12:25	Entrada
35	48600	2015-07-13 15:12:27	Salon
35	48600	2015-07-13 15:12:28	Entrada
35	48600	2015-07-13 15:13:21	Baño pequeño
35	48600	2015-07-13 15:24:06	Baño pequeño
35	48600	2015-07-13 15:28:23	Habitación 2
35	48600	2015-07-13 15:31:44	Baño pequeño
35	48600	2015-07-13 15:31:49	Entrada
35	48600	2015-07-13 15:31:52	Salon
35	48600	2015-07-13 15:31:53	Entrada
35	48600	2015-07-13 15:32:03	Salon
35	48600	2015-07-13 16:19:12	Entrada
35	48600	2015-07-13 16:29:25	Salon
35	48600	2015-07-13 16:38:16	Entrada
35	48600	2015-07-13 16:41:16	Salon
35	48600	2015-07-13 16:41:21	Baño pequeño
35	48600	2015-07-13 16:43:06	Habitación 2
35	48600	2015-07-13 16:46:39	Baño pequeño
35	48600	2015-07-13 16:46:52	Entrada
35	48600	2015-07-13 16:46:55	Salon
35	48600	2015-07-13 16:48:05	Entrada
35	48600	2015-07-13 17:19:41	Entrada
35	48600	2015-07-13 17:38:22	Entrada
35	48600	2015-07-13 18:10:12	Entrada
35	48600	2015-07-13 18:18:39	Salon
35	48600	2015-07-13 18:19:03	Entrada
35	48600	2015-07-13 18:19:06	Salon
35	48600	2015-07-13 18:19:11	Baño pequeño
35	48600	2015-07-13 18:26:51	Cocina
35	48600	2015-07-13 18:42:36	Entrada
35	48600	2015-07-13 18:42:39	Salon
35	48600	2015-07-13 18:42:39	Entrada
35	48600	2015-07-13 18:42:39	Entrada
35	48600	2015-07-13 18:42:40	Entrada
35	48600	2015-07-13 18:42:44	Salon
35	48600	2015-07-13 18:43:08	Baño pequeño
35	48600	2015-07-13 18:43:11	Habitación 2
35	48600	2015-07-13 18:43:18	Baño pequeño
35	48600	2015-07-13 19:41:41	Baño pequeño
35	48600	2015-07-13 19:53:08	Baño pequeño
35	48600	2015-07-13 20:20:03	Baño pequeño
35	48600	2015-07-13 20:28:30	Entrada
35	48600	2015-07-13 20:28:38	Salon
35	48600	2015-07-13 20:34:55	Entrada
35	48600	2015-07-13 20:46:21	Baño pequeño
35	48600	2015-07-13 20:48:06	Habitación 2
35	48600	2015-07-13 20:48:41	Entrada
35	48600	2015-07-13 20:48:43	Salon
35	48600	2015-07-13 20:48:44	Entrada
35	48600	2015-07-13 20:53:53	Entrada
35	48600	2015-07-13 21:00:41	Entrada
35	48600	2015-07-13 21:34:20	Entrada
35	48600	2015-07-13 21:34:29	Salon
35	48600	2015-07-13 21:36:15	Baño pequeño
35	48600	2015-07-13 21:36:49	Habitación 1
35	48600	2015-07-13 21:40:49	Baño pequeño
35	48600	2015-07-13 21:44:32	Entrada
35	48600	2015-07-13 21:44:36	Puerta
35	48600	2015-07-13 21:44:36	Puerta
35	48600	2015-07-13 21:44:36	Puerta
35	48600	2015-07-13 21:44:37	Puerta
35	48600	2015-07-13 21:44:37	Puerta
35	48600	2015-07-13 21:46:34	Puerta
35	48600	2015-07-13 21:46:34	Puerta
35	48600	2015-07-13 21:46:34	Puerta
35	48600	2015-07-13 21:46:34	Puerta
35	48600	2015-07-13 21:46:34	Puerta
35	48600	2015-07-13 21:47:10	Salon
35	48600	2015-07-13 21:49:36	Baño pequeño
35	48600	2015-07-13 21:55:00	Entrada
35	48600	2015-07-13 21:55:17	Salon
35	48600	2015-07-13 22:03:41	Entrada
35	48600	2015-07-13 22:10:37	Entrada
35	48600	2015-07-13 22:20:34	Entrada
35	48600	2015-07-13 22:23:37	Salon
35	48600	2015-07-13 22:38:06	Entrada
35	48600	2015-07-13 22:48:36	Entrada
35	48600	2015-07-13 22:57:02	Entrada
35	48600	2015-07-13 23:38:36	Entrada
35	48600	2015-07-13 23:38:38	Salon
35	48600	2015-07-13 23:38:40	Entrada
35	48600	2015-07-13 23:38:41	Baño pequeño
35	48600	2015-07-13 23:40:40	Salon
35	48600	2015-07-13 23:45:30	Entrada
35	48600	2015-07-13 23:52:31	Entrada
35	48600	2015-07-14 00:02:27	Entrada
35	48600	2015-07-14 00:12:11	Entrada
35	48600	2015-07-14 00:21:26	Entrada
35	48600	2015-07-14 00:27:00	Entrada
35	48600	2015-07-14 00:34:43	Entrada
35	48600	2015-07-14 00:43:23	Entrada
35	48600	2015-07-14 00:50:05	Entrada
35	48600	2015-07-14 00:57:57	Entrada
35	48600	2015-07-14 01:04:31	Entrada
35	48600	2015-07-14 01:18:27	Salon
35	48600	2015-07-14 01:18:30	Entrada
35	48600	2015-07-14 01:18:51	Salon
35	48600	2015-07-14 01:20:50	Baño pequeño
35	48600	2015-07-14 02:35:44	Habitación 1
35	48600	2015-07-14 03:59:43	Habitación 1
35	48600	2015-07-14 08:40:17	Habitación 1
35	48600	2015-07-14 08:50:53	Habitación 1
35	48600	2015-07-14 08:56:54	Habitación 1
35	48600	2015-07-14 10:05:49	Baño 1
35	48600	2015-07-14 10:05:57	Baño pequeño
35	48600	2015-07-14 10:05:58	Entrada
35	48600	2015-07-14 10:06:07	Baño pequeño
35	48600	2015-07-14 10:07:32	Entrada
35	48600	2015-07-14 10:45:16	Baño pequeño
35	48600	2015-07-14 10:47:28	Cocina
35	48600	2015-07-14 11:03:00	Cocina
35	48600	2015-07-14 11:54:34	Baño pequeño
35	48600	2015-07-14 12:04:23	Baño pequeño
35	48600	2015-07-14 12:13:53	Cocina
35	48600	2015-07-14 12:15:09	Entrada
35	48600	2015-07-14 12:15:11	Salon
35	48600	2015-07-14 12:16:41	Baño pequeño
35	48600	2015-07-14 12:31:11	Baño pequeño
35	48600	2015-07-14 12:36:20	Entrada
35	48600	2015-07-14 12:37:21	Baño pequeño
35	48600	2015-07-14 12:37:42	Habitación 1
35	48600	2015-07-14 12:54:42	Baño pequeño
35	48600	2015-07-14 13:06:11	Baño pequeño
35	48600	2015-07-14 13:17:43	Baño pequeño
35	48600	2015-07-14 13:18:34	Entrada
35	48600	2015-07-14 13:26:11	Salon
35	48600	2015-07-14 13:26:12	Entrada
35	48600	2015-07-14 13:26:22	Baño pequeño
35	48600	2015-07-14 13:35:28	Baño pequeño
35	48600	2015-07-14 13:43:00	Baño pequeño
35	48600	2015-07-14 13:45:10	Habitación 1
35	48600	2015-07-14 13:47:44	Baño pequeño
35	48600	2015-07-14 13:53:18	Cocina
35	48600	2015-07-14 14:46:10	Entrada
35	48600	2015-07-14 14:46:18	Salon
35	48600	2015-07-14 15:04:07	Entrada
35	48600	2015-07-14 15:07:07	Salon
35	48600	2015-07-14 15:07:07	Entrada
35	48600	2015-07-14 15:07:07	Entrada
35	48600	2015-07-14 15:07:22	Puerta
35	48600	2015-07-14 15:07:22	Puerta
35	48600	2015-07-14 15:07:22	Puerta
35	48600	2015-07-14 15:07:23	Puerta
35	48600	2015-07-14 15:07:23	Puerta
35	48600	2015-07-14 15:09:15	Baño pequeño
35	48600	2015-07-14 15:33:50	Entrada
35	48600	2015-07-14 15:33:51	Puerta
35	48600	2015-07-14 15:33:51	Puerta
35	48600	2015-07-14 15:33:51	Puerta
35	48600	2015-07-14 15:33:51	Puerta
35	48600	2015-07-14 15:40:43	Entrada
35	48600	2015-07-14 15:40:46	Puerta
35	48600	2015-07-14 15:40:46	Puerta
35	48600	2015-07-14 15:40:47	Puerta
35	48600	2015-07-14 15:40:47	Puerta
35	48600	2015-07-14 15:41:05	Baño pequeño
35	48600	2015-07-14 15:43:05	Salon
35	48600	2015-07-14 15:50:57	Entrada
35	48600	2015-07-14 16:08:13	Entrada
35	48600	2015-07-14 16:22:13	Entrada
35	48600	2015-07-14 16:31:10	Entrada
35	48600	2015-07-14 16:45:30	Entrada
35	48600	2015-07-14 16:57:28	Entrada
35	48600	2015-07-14 16:57:35	Salon
35	48600	2015-07-14 16:58:13	Baño pequeño
35	48600	2015-07-14 17:15:05	Habitación 2
35	48600	2015-07-14 17:15:32	Baño pequeño
35	48600	2015-07-14 17:19:09	Entrada
35	48600	2015-07-14 17:20:17	Puerta
